time,1_x,1_y,1_z,control_pressure_0,control_pressure_1,control_pressure_2
1697538245.355864,0.030473,0.35324,0.201772,2.0,2.0,2.0
1697538245.366198,0.030432,0.353253,0.201771,2.0,2.0,2.0
1697538245.376814,0.030394,0.353267,0.201771,2.0,2.0,2.0
1697538245.386861,0.030358,0.353281,0.201771,2.0,2.0,2.0
1697538245.396186,0.030324,0.353295,0.201772,2.0,2.0,2.0
1697538245.406439,0.030293,0.353309,0.201773,2.0,2.0,2.0
1697538245.416141,0.030263,0.353323,0.201774,2.0,2.0,2.0
1697538245.42588,0.030236,0.353337,0.201775,2.0,2.0,2.0
1697538245.436223,0.030212,0.353351,0.201777,2.0,2.0,2.0
1697538245.446218,0.030189,0.353365,0.201778,2.0,2.0,2.0
1697538245.455954,0.030168,0.353379,0.20178,2.0,2.0,2.0
1697538245.465752,0.030149,0.353392,0.201782,2.0,2.0,2.0
1697538245.475677,0.030132,0.353406,0.201784,2.0,2.0,2.0
1697538245.486536,0.030117,0.35342,0.201787,2.0,2.0,2.0
1697538245.496722,0.030104,0.353433,0.201789,2.0,2.0,2.0
1697538245.506744,0.030092,0.353447,0.201792,2.0,2.0,2.0
1697538245.516201,0.030083,0.35346,0.201794,2.0,2.0,2.0
1697538245.526187,0.030074,0.353473,0.201797,2.0,2.0,2.0
1697538245.535694,0.030067,0.353487,0.201799,2.0,2.0,2.0
1697538245.546155,0.030061,0.3535,0.201802,2.0,2.0,2.0
1697538245.55601,0.030057,0.353514,0.201805,2.0,2.0,2.0
1697538245.566215,0.030054,0.353527,0.201808,2.0,2.0,2.0
1697538245.576055,0.030052,0.35354,0.201811,2.0,2.0,2.0
1697538245.58674,0.030052,0.353552,0.201814,2.0,2.0,2.0
1697538245.595662,0.030053,0.353565,0.201817,2.0,2.0,2.0
1697538245.606464,0.030055,0.353577,0.20182,2.0,2.0,2.0
1697538245.616292,0.030058,0.35359,0.201823,2.0,2.0,2.0
1697538245.626746,0.030061,0.353602,0.201826,2.0,2.0,2.0
1697538245.636171,0.030066,0.353614,0.201829,2.0,2.0,2.0
1697538245.645796,0.030072,0.353626,0.201832,2.0,2.0,2.0
1697538245.656051,0.030079,0.353637,0.201836,2.0,2.0,2.0
