time,1_x,1_y,1_z,control_pressure_0,control_pressure_1,control_pressure_2
1697541942.614429,0.031981,0.35433,0.201747,2.0,2.0,2.0
1697541942.623189,0.031982,0.35433,0.201747,2.0,2.0,2.0
1697541942.633693,0.031982,0.354331,0.201746,2.0,2.0,2.0
1697541942.644901,0.031983,0.354331,0.201746,2.0,2.0,2.0
1697541942.653051,0.031983,0.354331,0.201746,2.0,2.0,2.0
1697541942.663614,0.031984,0.354332,0.201746,2.0,2.0,2.0
1697541942.673964,0.031984,0.354332,0.201746,2.0,2.0,2.0
1697541942.683208,0.031985,0.354333,0.201746,2.0,2.0,2.0
1697541942.693746,0.031985,0.354333,0.201746,2.0,2.0,2.0
1697541942.703521,0.031986,0.354334,0.201745,2.0,2.0,2.0
1697541942.713271,0.031986,0.354334,0.201745,2.0,2.0,2.0
1697541942.72346,0.031986,0.354334,0.201745,2.0,2.0,2.0
1697541942.733705,0.031987,0.354335,0.201745,2.0,2.0,2.0
1697541942.743147,0.031987,0.354335,0.201745,2.0,2.0,2.0
1697541942.753643,0.031987,0.354335,0.201745,2.0,2.0,2.0
1697541942.763372,0.031987,0.354336,0.201745,2.0,2.0,2.0
1697541942.773091,0.031987,0.354336,0.201744,2.0,2.0,2.0
1697541942.783163,0.031987,0.354337,0.201744,2.0,2.0,2.0
1697541942.794204,0.031986,0.354337,0.201744,2.0,2.0,2.0
1697541942.803023,0.031987,0.354338,0.201744,2.0,2.0,2.0
1697541942.813059,0.031987,0.354338,0.201744,2.0,2.0,2.0
1697541942.823834,0.031987,0.354338,0.201744,2.0,2.0,2.0
1697541942.833374,0.031988,0.354339,0.201744,2.0,2.0,2.0
1697541942.84383,0.031988,0.354339,0.201744,2.0,2.0,2.0
1697541942.853304,0.031988,0.354339,0.201744,2.0,2.0,2.0
1697541942.862816,0.031988,0.35434,0.201744,2.0,2.0,2.0
1697541942.873076,0.031989,0.35434,0.201744,2.0,2.0,2.0
1697541942.883192,0.031989,0.35434,0.201745,2.0,2.0,2.0
1697541942.893129,0.031989,0.354341,0.201745,2.0,2.0,2.0
1697541942.903641,0.031989,0.354341,0.201745,2.0,2.0,2.0
1697541942.914003,0.031989,0.354341,0.201745,2.0,2.0,2.0
1697541942.923827,0.03199,0.354342,0.201745,2.0,2.0,2.0
1697541942.933638,0.03199,0.354342,0.201744,2.0,2.0,2.0
1697541942.943324,0.031989,0.354343,0.201744,2.0,2.0,2.0
1697541942.954198,0.031989,0.354343,0.201744,2.0,2.0,2.0
1697541942.963012,0.031989,0.354344,0.201744,2.0,2.0,2.0
1697541942.97341,0.031989,0.354344,0.201744,2.0,2.0,2.0
1697541942.983937,0.031989,0.354344,0.201744,2.0,2.0,2.0
1697541942.993768,0.031989,0.354345,0.201744,2.0,2.0,2.0
1697541943.00326,0.031989,0.354345,0.201744,2.0,2.0,2.0
1697541943.013806,0.031989,0.354345,0.201744,2.0,2.0,2.0
1697541943.023481,0.031989,0.354346,0.201744,2.0,2.0,2.0
1697541943.033585,0.031988,0.354346,0.201745,2.0,2.0,2.0
1697541943.044445,0.031988,0.354346,0.201745,2.0,2.0,2.0
1697541943.053355,0.031988,0.354347,0.201745,2.0,2.0,2.0
1697541943.063519,0.031988,0.354347,0.201745,2.0,2.0,2.0
1697541943.075111,0.031988,0.354347,0.201745,2.0,2.0,2.0
1697541943.083426,0.031988,0.354348,0.201745,2.0,2.0,2.0
1697541943.093304,0.031987,0.354348,0.201745,2.0,2.0,2.0
1697541943.103085,0.031987,0.354348,0.201746,2.0,2.0,2.0
1697541943.113593,0.031987,0.354349,0.201746,2.0,2.0,2.0
1697541943.12404,0.031987,0.354349,0.201746,2.0,2.0,2.0
1697541943.133677,0.031987,0.35435,0.201746,2.0,2.0,2.0
1697541943.143569,0.031987,0.35435,0.201746,2.0,2.0,2.0
1697541943.155083,0.031987,0.35435,0.201746,2.0,2.0,2.0
1697541943.163033,0.031987,0.354351,0.201746,2.0,2.0,2.0
1697541943.173674,0.031987,0.354351,0.201746,2.0,2.0,2.0
1697541943.183614,0.031988,0.354352,0.201746,2.0,2.0,2.0
1697541943.193807,0.031988,0.354352,0.201746,2.0,2.0,2.0
1697541943.202916,0.031988,0.354352,0.201745,2.0,2.0,2.0
1697541943.213094,0.031988,0.354352,0.201745,2.0,2.0,2.0
1697541943.223658,0.031988,0.354352,0.201745,2.0,2.0,2.0
1697541943.233193,0.031987,0.354353,0.201745,2.0,2.0,2.0
1697541943.242834,0.031987,0.354353,0.201745,2.0,2.0,2.0
1697541943.253529,0.031988,0.354353,0.201745,2.0,2.0,2.0
1697541943.263565,0.031988,0.354354,0.201745,2.0,2.0,2.0
1697541943.273305,0.031988,0.354354,0.201745,2.0,2.0,2.0
1697541943.283673,0.031988,0.354354,0.201745,2.0,2.0,2.0
1697541943.29305,0.031988,0.354355,0.201745,2.0,2.0,2.0
1697541943.303853,0.031988,0.354355,0.201745,2.0,2.0,2.0
1697541943.31343,0.031988,0.354355,0.201745,2.0,2.0,2.0
1697541943.324106,0.031987,0.354356,0.201745,2.0,2.0,2.0
1697541943.333792,0.031988,0.354356,0.201746,2.0,2.0,2.0
1697541943.343383,0.031988,0.354356,0.201746,2.0,2.0,2.0
1697541943.35437,0.031988,0.354356,0.201747,2.0,2.0,2.0
1697541943.363153,0.031988,0.354356,0.201747,2.0,2.0,2.0
1697541943.373903,0.031988,0.354357,0.201747,2.0,2.0,2.0
1697541943.384257,0.031988,0.354357,0.201747,2.0,2.0,2.0
1697541943.393438,0.031988,0.354357,0.201748,2.0,2.0,2.0
1697541943.403654,0.031988,0.354357,0.201748,2.0,2.0,2.0
1697541943.414296,0.031988,0.354358,0.201748,2.0,2.0,2.0
1697541943.423537,0.031988,0.354358,0.201748,2.0,2.0,2.0
1697541943.433675,0.031988,0.354358,0.201748,2.0,2.0,2.0
1697541943.445313,0.031988,0.354358,0.201747,2.0,2.0,2.0
1697541943.453195,0.031988,0.354359,0.201747,2.0,2.0,2.0
1697541943.463902,0.031988,0.354359,0.201747,2.0,2.0,2.0
1697541943.474967,0.031988,0.354359,0.201747,2.0,2.0,2.0
1697541943.48314,0.031988,0.354359,0.201747,2.0,2.0,2.0
1697541943.493787,0.031988,0.35436,0.201747,2.0,2.0,2.0
1697541943.505667,0.031988,0.35436,0.201747,2.0,2.0,2.0
1697541943.513951,0.031988,0.35436,0.201747,2.0,2.0,2.0
1697541943.524217,0.031988,0.35436,0.201747,2.0,2.0,2.0
1697541943.533872,0.031988,0.35436,0.201747,2.0,2.0,2.0
1697541943.543773,0.031988,0.354361,0.201747,2.0,2.0,2.0
1697541943.553809,0.031988,0.354361,0.201748,2.0,2.0,2.0
1697541943.563583,0.031989,0.354361,0.201748,2.0,2.0,2.0
1697541943.573341,0.031989,0.354361,0.201748,2.0,2.0,2.0
1697541943.583994,0.031989,0.354362,0.201748,2.0,2.0,2.0
1697541943.593426,0.031988,0.354362,0.201748,2.0,2.0,2.0
1697541943.602784,0.031988,0.354362,0.201748,2.0,2.0,2.0
1697541943.612858,0.031988,0.354362,0.201748,2.0,2.0,2.0
1697541943.623602,0.031988,0.354362,0.201748,2.0,2.0,2.0
1697541943.632869,0.031988,0.354362,0.201748,2.0,2.0,2.0
1697541943.642567,0.031989,0.354363,0.201748,2.0,2.0,2.0
1697541943.653441,0.031989,0.354363,0.201748,2.0,2.0,2.0
1697541943.663229,0.031989,0.354363,0.201748,2.0,2.0,2.0
1697541943.6729,0.031989,0.354364,0.201748,2.0,2.0,2.0
1697541943.683406,0.031989,0.354364,0.201749,2.0,2.0,2.0
1697541943.693033,0.031989,0.354364,0.201748,2.0,2.0,2.0
1697541943.703009,0.031989,0.354364,0.201748,2.0,2.0,2.0
1697541943.713014,0.031989,0.354364,0.201749,2.0,2.0,2.0
1697541943.723595,0.031989,0.354365,0.201749,2.0,2.0,2.0
1697541943.733557,0.031989,0.354365,0.201749,2.0,2.0,2.0
1697541943.743266,0.031989,0.354365,0.201749,2.0,2.0,2.0
1697541943.754185,0.031989,0.354365,0.201749,2.0,2.0,2.0
1697541943.763507,0.031989,0.354366,0.201749,2.0,2.0,2.0
1697541943.773147,0.031989,0.354366,0.201749,2.0,2.0,2.0
